Project Key,Issue Id,Parent Id,Issue Type,Summary,Description,Priority,Status,Epic Link,Labels,Sprint
BWC,S15-020,E05,Task,Add Playwright E2E happy path,"Detailed sprint backlog item from Sprint 15 — Frontend Professionalization and Accessibility.

Sprint Goal: Make the application usable, professional, accessible, and role-aware.

Task: Add Playwright E2E happy path

Production Gate: A business user should be able to complete core workflows without developer help.",Medium,To Do,Frontend foundation,"bwc,solo-scrum,sprint-15,e05,frontend,task",Sprint 15 — Frontend Professionalization and Accessibility
BWC,S16-001,E24,Task,Create master test plan,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Create master test plan

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-002,E24,Task,Run backend unit tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run backend unit tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-003,E24,Task,Run repository tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run repository tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-004,E24,Task,Run integration tests with Testcontainers,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run integration tests with Testcontainers

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-005,E24,Task,Run API tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run API tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-006,E24,Task,Run role-based access tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run role-based access tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-007,E24,Task,Run consent and eligibility tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run consent and eligibility tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-008,E24,Task,Run campaign workflow tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run campaign workflow tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-009,E24,Task,Run reminder tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run reminder tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-010,E24,Task,Run analytics tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run analytics tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-011,E24,Task,Run report export tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run report export tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-012,E24,Task,Run audit log tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run audit log tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-013,E24,Task,Run frontend component tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run frontend component tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-014,E24,Task,Run frontend integration tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run frontend integration tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-015,E24,Task,Run E2E tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run E2E tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-016,E24,Task,Run accessibility checks,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Run accessibility checks

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-017,E24,Task,Fix failing tests,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Fix failing tests

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-018,E24,Task,Write test report,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Write test report

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-019,E24,Task,Capture test screenshots,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Capture test screenshots

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S16-020,E24,Task,Tag release candidate if tests pass,"Detailed sprint backlog item from Sprint 16 — Full Test Suite and Quality Assurance.

Sprint Goal: Verify the system against functional, non-functional, security, business-rule, and production-readiness requirements.

Task: Tag release candidate if tests pass

Production Gate: No production release if critical tests fail.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,task",Sprint 16 — Full Test Suite and Quality Assurance
BWC,S17-001,E25,Task,Add GitHub Actions workflow,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add GitHub Actions workflow

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-002,E25,Task,Add backend build job,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add backend build job

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-003,E25,Task,Add backend test job,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add backend test job

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-004,E25,Task,Add frontend install job,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add frontend install job

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-005,E25,Task,Add frontend lint job,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add frontend lint job

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-006,E25,Task,Add frontend test job,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add frontend test job

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-007,E25,Task,Add frontend build job,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add frontend build job

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-008,E25,Task,Add Docker backend image build,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add Docker backend image build

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-009,E25,Task,Add Docker frontend image build,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add Docker frontend image build

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-010,E25,Task,Add Docker Compose validation,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add Docker Compose validation

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-011,E25,Task,Add environment variable template,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add environment variable template

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-012,E25,Task,Add secrets documentation,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add secrets documentation

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-013,E25,Task,Add deployment workflow placeholder,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add deployment workflow placeholder

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-014,E25,Task,Add release artifact generation,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add release artifact generation

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-015,E25,Task,Add CI badge to README,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Add CI badge to README

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-016,E25,Task,Verify pipeline fails when tests fail,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Verify pipeline fails when tests fail

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S17-017,E25,Task,Verify pipeline passes on clean main branch,"Detailed sprint backlog item from Sprint 17 — CI/CD and Deployment Automation.

Sprint Goal: Automate build, test, packaging, and deployment preparation.

Task: Verify pipeline passes on clean main branch

Production Gate: Main branch must not be releasable unless CI passes.",Medium,To Do,CI/CD,"bwc,solo-scrum,sprint-17,e25,ci-cd,task",Sprint 17 — CI/CD and Deployment Automation
BWC,S18-001,E26,Task,Create production Docker Compose file,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Create production Docker Compose file

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-002,E26,Task,Configure production backend environment,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Configure production backend environment

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-003,E26,Task,Configure production frontend environment,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Configure production frontend environment

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-004,E26,Task,Configure PostgreSQL production volume,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Configure PostgreSQL production volume

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-005,E26,Task,Configure reverse proxy with Nginx or Caddy,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Configure reverse proxy with Nginx or Caddy

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-006,E26,Task,Configure HTTPS,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Configure HTTPS

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-007,E26,Task,Configure production CORS,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Configure production CORS

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-008,E26,Task,Configure secure JWT/session secret,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Configure secure JWT/session secret

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-009,E26,Task,Configure real email provider or disable real sending until provider is configured,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Configure real email provider or disable real sending until provider is configured

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-010,E26,Task,Configure file storage for consent evidence,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Configure file storage for consent evidence

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-011,E26,Task,Configure database backup,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Configure database backup

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-012,E26,Task,Document database restore process,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Document database restore process

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-013,E26,Task,Enable health endpoint,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Enable health endpoint

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-014,E26,Task,Enable application logs,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Enable application logs

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-015,E26,Task,Enable scheduler logs,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Enable scheduler logs

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-016,E26,Task,Create admin bootstrap process,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Create admin bootstrap process

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-017,E26,Task,Create production smoke test checklist,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Create production smoke test checklist

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-018,E26,Task,Run smoke tests after deployment,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Run smoke tests after deployment

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-019,E26,Task,Create rollback plan,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Create rollback plan

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S18-020,E26,Task,Create release notes for v1.0,"Detailed sprint backlog item from Sprint 18 — Production Deployment and Operations.

Sprint Goal: Deploy the system in a production-ready environment with operational safeguards.

Task: Create release notes for v1.0

Production Gate: Production release is allowed only after smoke tests, backups, security config, and critical workflows pass.",Highest,To Do,Production deployment,"bwc,solo-scrum,sprint-18,e26,production-deployment,task",Sprint 18 — Production Deployment and Operations
BWC,S19-001,E27,Task,Update README,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Update README

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-002,E27,Task,Write setup guide,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Write setup guide

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-003,E27,Task,Write deployment guide,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Write deployment guide

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-004,E27,Task,Write user manual,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Write user manual

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-005,E27,Task,Write admin manual,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Write admin manual

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-006,E27,Task,Write API documentation,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Write API documentation

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-007,E27,Task,Export OpenAPI/Swagger documentation,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Export OpenAPI/Swagger documentation

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-008,E27,Task,Capture screenshots of key screens,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Capture screenshots of key screens

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-009,E27,Task,Capture screenshots of Scrum board,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Capture screenshots of Scrum board

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-010,E27,Task,Capture sprint review notes,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Capture sprint review notes

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-011,E27,Task,Capture retrospective notes,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Capture retrospective notes

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
